"hmrc_code","measure","code_description"
"400219900","KG","Styrene-butadiene rubber ""SBR"" and carboxylated styrene-butadiene rubber ""XSBR"", in primary forms or in plates, sheets or strip (excl. E-SBR and S-SBR in bales, SBS thermoplastic elastomers in granules, crumbs or powder and latex)"
"400220000","KG","Butadiene rubber ""BR"", in primary forms or in plates, sheets or strip"
"400231000","KG","Isobutylene isoprene rubber ""IIR"", in primary forms or in plates, sheets or strip"
"400239000","KG","Halo-isobutene-isoprene rubber ""CIIR"" or ""BIIR"", in primary forms or in plates, sheets or strip"
"400241000","KG","Chloroprene latex ""chlorobutadiene rubber, CR"""
"400249000","KG","Chloroprene ""chlorobutadiene rubber, CR"", in primary forms or in plates, sheets or strip (excl. latex)"
"400251000","KG","Latex of acrylonitrile-butadiene rubber ""NBR"""
"400259000","KG","Acrylonitrile-butadiene rubber ""NBR"", in primary forms or in plates, sheets or strip (excl. latex)"
"400260000","KG","Isoprene rubber ""IR"", in primary forms or in plates, sheets or strip"
"400270000","KG","Ethylene-propylene diene rubber ""EPDM"", non-conjugated, in primary forms or in plates, sheets or strip"
"400280000","KG","Mixtures of natural rubber, balata, gutta-percha, guayule, chicle or similar types of natural rubber with synthetic rubber or factice, in primary forms or in plates, sheets or strip"
"400291000","KG","Synthetic rubber and factice derived from oils, in primary forms or in plates, sheets or strip (excl. styrene-butadiene rubber ""SBR"", carboxylated styrene-butadiene rubber ""XSBR"", butadiene rubber ""BR"", isobutylene isoprene rubber ""IIR"", halo-isobutene-is"
"400299100","KG","Natural rubber products modified by the incorporation of plastics (excl. depolymerised natural rubber)"
"400300000","KG","Reclaimed rubber in primary forms or in plates, sheets or strip"
"400400000","KG","Waste, parings and scrap of soft rubber and powders and granules obtained therefrom"
"400510000","KG","Rubber, unvulcanised, compounded with carbon black or silica, in primary forms or in plates, sheets or strip"
"400520000","KG","Compounded rubber, unvulcanised, in the form of solutions or dispersions (excl. rubber compounded with carbon black or silica, and mixtures of natural rubber, balata, gutta-percha, guayule, chicle and similar natural gums containing synthetic rubber or fa"
"400591000","KG","Compounded rubber, unvulcanised, in the form of plates, sheets or strip (excl. rubber compounded with carbon black or silica, and mixtures of natural rubber, balata, gutta-percha, guayule, chicle and similar natural gums containing synthetic rubber or fac"
"400599000","KG","Compounded, unvulcanised rubber in primary forms (excl. solutions and dispersions, those containing carbon black or silica, mixtures of natural rubber, balata, gutta-percha, guayule, chicle or similar types of natural rubber with synthetic rubber or facti"
"400610000","KG","'Camel-back' strips of unvulcanised rubber, for retreading rubber tyres"
"400690000","KG","Rods, bars, tubes, profiles and other forms of unvulcanised rubber, incl. mixed rubber, and articles of unvulcanised rubber, incl. mixed rubber (excl. plates, sheets and strip which, apart from basic surface-working, have not been cut, or have merely been"
"400700000","KG","Vulcanised rubber thread and cord (excl. ungimped single thread with a diameter of > 5 mm and textiles combined with rubber thread, e.g. textile-covered thread and cord)"
"400811000","KG","Plates, sheets and strip of cellular rubber"
"400819000","KG","Rods and profile shapes, of cellular rubber"
"400821100","KG","Floor coverings and mats, uncut or simply cut to rectangular or square shape, of non-cellular rubber"
"400821900","KG","Plates, sheets and strip, of non-cellular rubber (excl. floor coverings and mats)"
"400829000","KG","Rods, tubes and profile shapes, of non-cellular rubber"
"401140000","KG","New pneumatic tyres, of rubber, of a kind used for motorcycles"
"401150000","KG","New pneumatic tyres, of rubber, of a kind used for bicycles"
"401161000","KG","Pneumatic tyres, new, of rubber, having a ""herring-bone"" or similar tread, of a kind used on agricultural or forestry vehicles and machines"
"401162000","KG","Pneumatic tyres, new, of rubber, having a ""herring-bone"" or similar tread, of a kind used on construction or industrial handling vehicles and machines and having a rim size <= 61 cm"
"401163000","KG","Pneumatic tyres, new, of rubber, having a ""herring-bone"" or similar tread, of a kind used on construction or industrial handling vehicles and machines and having a rim size > 61 cm"
"390390900","KG","Polymers of styrene, in primary forms (excl. polystyrene, styrene-acrylonitrile copolymers ""SAN"", acrylonitrile-butadiene-styrene ""ABS"", copolymer solely of styrene with allyl alcohol, of an acetyl value of >= 175 and brominated polystyrene, containing by"
"390410000","KG","Poly""vinyl chloride"", in primary forms, not mixed with any other substances"
"390421000","KG","Non-plasticised poly""vinyl chloride"", in primary forms, mixed with other substances"
"390422000","KG","Plasticised poly""vinyl chloride"", in primary forms, mixed with other substances"
"390430000","KG","Vinyl chloride-vinyl acetate copolymers, in primary forms"
"390440000","KG","Vinyl chloride copolymers, in primary forms (excl. vinyl chloride-vinyl acetate copolymers)"
"390450100","KG","Copolymer of vinylidene chloride with acrylonitrile, in the form of expansible beads of a diameter of >= 4 micrometres but <= 20 micrometres"
"390450900","KG","Vinylidene chloride polymers, in primary forms (excl. copolymer of vinylidene chloride with acrylonitrile, in the form of expansible beads of a diameter of >= 4 but <= 20 micrometres)"
"390461000","KG","Polytetrafluoroethylene, in primary forms"
"390469100","KG","Poly""vinyl fluoride"" in blocks of irregular shape, lumps, powders, granules, flakes and similar bulk forms"
"390690900","KG","Acrylic polymers in primary forms (excl. poly""methyl methacrylate"", poly[N-""3-hydroxyimino-1,1-dimethylbutyl""acrylamide], copolymer of 2-diisopropylaminoethyl methacrylate with decyl methacrylate in the form of a solution in N,N-dimethylacetamide, contain"
"390710000","KG","Polyacetals, in primary forms"
"390720110","KG","Polyethylene glycols, in primary forms"
"390720200","KG","Polyether alcohols, in primary forms (excl. polyethylene glycols)"
"390720910","KG","Copolymer of 1-chloro-2,3-epoxypropane with ethylene oxide, in primary forms"
"390720990","KG","Polyethers in primary forms (excl. polyether alcohols, polyacetals and copolymer of 1-chloro-2,3-epoxypropane with ethylene oxide)"
"390730000","KG","Epoxide resins, in primary forms"
"390740000","KG","Polycarbonates, in primary forms"
"390750000","KG","Alkyd resins, in primary forms"
"390760200","KG","Poly""ethylene terephthalate"", in primary forms, having a viscosity number of >= 78 ml/g"
"390760800","KG","Poly""ethylene terephthalate"", in primary forms, having a viscosity number of < 78 ml/g"
"390770000","KG","Poly""lactic acid"", in primary forms"
"390791100","KG","Unsaturated liquid polyesters, in primary forms (excl. polycarbonates, alkyd resins, poly""ethylene terephthalate"" and poly""lactic acid"")"
"390799100","KG","Poly""ethylene naphthalene-2,6-dicarboxylate"", saturated, in primary forms"
"390799900","KG","Polyesters, saturated, in primary forms (excl. polycarbonates, alkyd resins, poly""ethylene terephthalate"", poly""lactic acid"" and poly""ethylene naphthalene-2,6-dicarboxylate"")"
"390810000","KG","Polyamides-6, -11, -12, -6,6, -6,9, -6,10 or -6,12, in primary forms"
"390890000","KG","Polyamides, in primary forms (excl. polyamides-6, -11, -12, -6,6, -6,9, -6,10 and -6,12)"
"390910000","KG","Urea resins and thiourea resins, in primary forms"
"390920000","KG","Melamine resins, in primary forms"
"390930000","KG","Amino-resins, in primary forms (excl. urea resins, thiourea resins and melamine resins)"
"390940000","KG","Phenolic resins, in primary forms"
"390950100","KG","Polyurethane of 2,2'-""tert-butylimino""diethanol and 4,4'-methylenedicyclohexyl diisocyanate, in the form of a solution in N,N-dimethylacetamide, containing by weight >= 50% of polymer"
"390950900","KG","Polyurethanes in primary forms (excl. polyurethane of 2,2'-""tert-butylimino""diethanol and 4,4'-methylenedicyclohexyl diisocyanate, in the form of a solution in N,N-dimethylacetamide)"
"391000000","KG","Silicones in primary forms"
"391110000","KG","Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes, in primary forms"
"391190110","KG","Poly""oxy-1,4-phenylenesulphonyl-1,4-phenyleneoxy-1,4-phenyleneisopropylidene-1,4-phenylene"" in blocks of irregular shape, lumps, powders, granules, flakes and similar bulk forms, whether or not chemically modified"
"391190130","KG","Poly""thio-1,4-phenylene"", whether or not chemically modified, in primary forms"
"391190190","KG","Condensation or rearrangement polymerization products, whether or not chemically modified, n.e.s., in primary forms (excl. poly""oxy-1,4-phenylenesulphonyl-1,4-phenyleneoxy-1,4-phenyleneisopropylidene-1,4-phenylene"" in blocks of irregular shape, lumps, pow"
"391190920","KG","Hydrogenated copolymers of vinyltoluene and alfa-methylstyrene, and copolymer of p-cresol and divinylbenzene, in the form of a solution in N,N-dimethylacetamide containing by weightá50á% or more of polymer, produced by chemical synthesis, in primary forms"
"391190990","KG","Polymer and prepolymer plastics produced by chemical synthesis, n.e.s., in primary forms (excl. copolymer of p-cresol and divinylbenzene in the form of a solution in N,N-dimethylacetamide containing by weight >= 50% of polymer and hydrogenated copolymers "
